               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.030654,            0.007431,                   0,             0.86632,             0.59091,             0.68215,             0.33559,            0.048766,           0.0066584,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.030198,           0.0080934,                   0,             0.74984,             0.68127,              0.7054,             0.36524,             0.04939,           0.0064207,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.030339,            0.007562,                   0,             0.73654,             0.63636,             0.65097,              0.3361,            0.051143,           0.0066283,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.029524,           0.0078095,                   0,                   1,             0.54526,             0.67659,             0.32455,            0.049297,           0.0068245,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.029071,           0.0074379,                   0,                   1,             0.54544,              0.6944,             0.33208,            0.048525,           0.0067528,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.028308,           0.0074036,                   0,             0.86662,              0.5907,              0.6221,             0.32509,            0.052903,           0.0069653,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.028337,           0.0077813,                   0,             0.77767,             0.63597,             0.70097,             0.34855,            0.048225,           0.0066472,                   0,            0.003367,            0.003367,            0.003367
                  69,             0.02752,           0.0074539,                   0,             0.92752,             0.59091,             0.71333,             0.36223,            0.049825,           0.0062805,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.027903,           0.0072131,                   0,             0.99988,             0.54545,             0.68447,             0.35485,            0.049292,           0.0065365,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.027299,           0.0074196,                   0,                   1,             0.59062,             0.69534,             0.37225,            0.049064,           0.0065929,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.026386,           0.0073331,                   0,             0.93316,             0.63636,             0.66751,             0.33089,            0.049819,           0.0061988,                   0,            0.002971,            0.002971,            0.002971
